user_id,1,2,3,4,5,6,7,8,9,10
,Portal,Ori and the Blind Forest,Counter-Strike: Source,BioShock Infinite,Call of Duty: World at War,Killing Floor 2,Call of Duty®: Modern Warfare® 2,Call of Duty®: Black Ops II,The Evil Within,Call of Duty®: Modern Warfare® 3
